model,term,estimate,conf_low,conf_high
four_way,(Intercept),0.039605564618825154,0.03680527204603601,0.04260039906215014
four_way,ckd,2.0084053210827486,1.7567067689993519,2.285973792190885
four_way,diabetes,1.8425289497318935,1.714543345391783,1.9780670991058724
four_way,immunocompromised,3.2112312603085207,2.7848578296743858,3.683186599790321
four_way,lung,2.5647057747637603,2.32502904394772,2.8223256928762566
four_way,raceBlack or African American,1.1028639729987695,1.0405761346239888,1.1682065001386517
four_way,raceUnknown,1.1329950280430205,1.0420364941711746,1.230514591899604
four_way,raceAsian,0.36512150353895645,0.31771811947621864,0.41726283053076624
four_way,raceNative Hawaiian or Other Pacific Islander,0.051320388597614,0.0127530066389276,0.13321810587506405
four_way,raceAmerican Indian or Alaska Native,1.2749275263051862,0.7546576768933541,2.002594325088812
four_way,ethnicityHispanic or Latino,0.9761474115467211,0.894915195652924,1.0631314792748918
four_way,ethnicityUnknown,0.7110133040240618,0.6331445514983882,0.7960377674055277
four_way,sexMale,0.8574039222784057,0.8193827665828415,0.8970243961386053
four_way,age_years,0.9858471103297197,0.9845542741672264,0.9871407212319545
four_way,ckd:diabetes,0.6176288003408011,0.5100108005512181,0.7480337105782334
four_way,ckd:immunocompromised,0.670591179289745,0.45759420308866045,0.9622319784149037
four_way,ckd:lung,0.7176709277377875,0.5121665916795186,0.9875034813549348
four_way,diabetes:immunocompromised,0.8428546588563831,0.6196409069810103,1.1317647568459581
four_way,diabetes:lung,0.6933241699266238,0.5582050013936045,0.8558379128418158
four_way,immunocompromised:lung,0.8445565253821464,0.5843724831981503,1.1968356218719587
four_way,ckd:diabetes:immunocompromised,1.4236118437422491,0.8293199216418858,2.4668654949430473
four_way,ckd:diabetes:lung,1.2363482576915583,0.7445032996230011,2.049398558791335
four_way,ckd:immunocompromised:lung,1.0422257642901958,0.4094936239807403,2.478838560143007
four_way,diabetes:immunocompromised:lung,0.5830798525007574,0.2508920211681232,1.2617240494551336
four_way,ckd:diabetes:immunocompromised:lung,1.840926099961918,0.47094846803175794,7.447166312459892
three_way,(Intercept),0.039593925866545386,0.036794546924001775,0.042587774012960336
three_way,ckd,2.0190703870173765,1.767593702505738,2.2963310770074763
three_way,diabetes,1.8453874645403316,1.7174176517283992,1.9809031747514598
three_way,immunocompromised,3.231563234021267,2.8057484297021134,3.7027445338057
three_way,lung,2.5724946174300443,2.3329534846336517,2.829939328298026
three_way,raceBlack or African American,1.102960550718965,1.04066859063635,1.1683073153657801
three_way,raceUnknown,1.133016829807447,1.0420555344092703,1.230539481978999
three_way,raceAsian,0.36516228093696923,0.3177536043700665,0.4173094280297828
three_way,raceNative Hawaiian or Other Pacific Islander,0.05133320028567226,0.012756191642950382,0.1332513330806189
three_way,raceAmerican Indian or Alaska Native,1.275192241746712,0.7548153442812393,2.0030066730583926
three_way,ethnicityHispanic or Latino,0.9760616873220777,0.8948354541643769,1.0630394822629705
three_way,ethnicityUnknown,0.7110656935385039,0.6331916373204806,0.7960958512923284
three_way,sexMale,0.8573946543829426,0.8193740804680916,0.8970145112449293
three_way,age_years,0.985848462567472,0.9845556567749543,0.9871420439948719
three_way,ckd:diabetes,0.6103394788335063,0.5049292343432046,0.7377944034551029
three_way,ckd:immunocompromised,0.6408513353901415,0.44247496071014375,0.9107327159539297
three_way,ckd:lung,0.69269699889333,0.49819489133812644,0.947128768047184
three_way,diabetes:immunocompromised,0.8181424735978039,0.6051685075713246,1.092770577851469
three_way,diabetes:lung,0.683039386745222,0.5510955201426146,0.8415166996043072
three_way,immunocompromised:lung,0.8096088044465297,0.5661165609272758,1.1373961649524578
three_way,ckd:diabetes:immunocompromised,1.5692800080837346,0.9543672160817083,2.6006436192412155
three_way,ckd:diabetes:lung,1.3440457526981346,0.8403205757817143,2.149295771376558
three_way,ckd:immunocompromised:lung,1.3429313934972233,0.6805143036241351,2.598684417718931
three_way,diabetes:immunocompromised:lung,0.7146476144759034,0.3720849693367959,1.3365939206987068
two_way,(Intercept),0.03962273732031793,0.036822033019095604,0.042617952173006214
two_way,ckd,1.916840203169174,1.6877790490616569,2.169309189791312
two_way,diabetes,1.8267250683463105,1.7020995977780706,1.9586463871866235
two_way,immunocompromised,3.155308320478707,2.7582427128006843,3.5941339532203824
two_way,lung,2.554198665663727,2.3232374878816335,2.8022691453100994
two_way,raceBlack or African American,1.1032265528113245,1.0409196025364302,1.1685890441992142
two_way,raceUnknown,1.133019709202441,1.0420625933116945,1.2305372198124414
two_way,raceAsian,0.3648991917387766,0.31752669571367276,0.41700586934227374
two_way,raceNative Hawaiian or Other Pacific Islander,0.05125390705201315,0.01273650562104743,0.1330450960643305
two_way,raceAmerican Indian or Alaska Native,1.2753663788313534,0.7549286032443078,2.003245517495331
two_way,ethnicityHispanic or Latino,0.9763377282643498,0.8950942016070838,1.0633333346210054
two_way,ethnicityUnknown,0.7106282717829652,0.6328027299882597,0.7956053637314746
two_way,sexMale,0.8577512598782681,0.819716924460816,0.8973853624405256
two_way,age_years,0.9858639054179572,0.9845712494051532,0.9871573356249173
two_way,ckd:diabetes,0.6755805236601652,0.572401421911464,0.7975560318596551
two_way,ckd:immunocompromised,0.8250132847531452,0.6447231372670997,1.0504543486971485
two_way,ckd:lung,0.8136964360589295,0.6443271799814655,1.020371962276084
two_way,diabetes:immunocompromised,0.8855918751123264,0.7045868510934433,1.108117369743251
two_way,diabetes:lung,0.6972231837599964,0.5791911233690343,0.8361788580190621
two_way,immunocompromised:lung,0.7776696826146229,0.5861218721343814,1.0201322231768346
base,(Intercept),0.039505471728534594,0.036718785463561686,0.042485175621986365
base,ckd,1.4811887157298416,1.357614672253469,1.6139317006072866
base,diabetes,1.6268950667187045,1.529103724055694,1.7299403618244442
base,immunocompromised,2.7789777061096137,2.5096287558408688,3.0698125034936146
base,lung,2.2125962287710674,2.045053718361102,2.390484703920568
base,raceBlack or African American,1.1084511215240334,1.0458583245764241,1.1741115997757576
base,raceUnknown,1.1289458180761822,1.0383752120663345,1.2260395507442525
base,raceAsian,0.3602881423850318,0.3135337964245641,0.4117083771929863
base,raceNative Hawaiian or Other Pacific Islander,0.05025750361659702,0.012489075228879924,0.13045473515733544
base,raceAmerican Indian or Alaska Native,1.2847860627208838,0.7605774990424282,2.0177772002304644
base,ethnicityHispanic or Latino,0.9761094550959217,0.8949380427452821,1.0630208577429074
base,ethnicityUnknown,0.7060689044943634,0.628753699187471,0.7904864887109285
base,sexMale,0.8587680867726458,0.8206872162508112,0.898450482866881
base,age_years,0.9863738717489463,0.9850921012874944,0.9876565605738065
