model,term,estimate,conf_low,conf_high
four_way,(Intercept),0.04354369684690242,0.024481034615185644,0.07383296891347313
four_way,ckd,2.6522685828919865,2.0343376254452905,3.4328289185950056
four_way,diabetes,1.6946762500855748,1.4383660930423747,1.989841541770891
four_way,immunocompromised,1.9186399879252662,1.6681416361967194,2.2025727959702173
four_way,lung,1.667322000745427,1.4512833006240244,1.9110809031180596
four_way,"ns(age_years, df = 5)1",0.7484019910886146,0.5638128591275254,0.9974458759766173
four_way,"ns(age_years, df = 5)2",2.1834070395318723,1.5825867612038846,3.0365057813877026
four_way,"ns(age_years, df = 5)3",1.819044486845524,1.408529820553204,2.350210601293459
four_way,"ns(age_years, df = 5)4",25.827472111952517,13.747107644929617,49.43510627161806
four_way,"ns(age_years, df = 5)5",13.322489754705524,9.408509352441632,18.898161522755473
four_way,raceUnknown,1.1568905895263892,0.9945018269454047,1.3434590171425183
four_way,raceBlack or African American,1.0799644203092849,0.9508286591131393,1.224392372625236
four_way,raceAsian,1.0700836095636432,0.8481795916927433,1.3368862774665378
four_way,raceAmerican Indian or Alaska Native,1.7380167378620497,1.0520990907335732,2.765237619892669
four_way,raceNative Hawaiian or Other Pacific Islander,0.5872294830962184,0.20167370191806233,1.357569596944176
four_way,ethnicityHispanic or Latino,1.1857018422122678,1.0320912233200048,1.3596293751062976
four_way,ethnicityUnknown,0.5465045445572508,0.4115840462314089,0.714612052383752
four_way,sexMale,1.0486086227987088,0.9648996970867156,1.1392179996514573
four_way,month_year2021-02-01,1.1859078560473195,0.730468842544213,2.0285370231632256
four_way,month_year2021-03-01,0.8616453774173448,0.5394313617205673,1.4551910255140865
four_way,month_year2021-04-01,0.9119456988244362,0.573414146200622,1.5348965556286573
four_way,month_year2021-05-01,0.9444739936335936,0.5928439256280285,1.5918514062706999
four_way,month_year2021-06-01,1.1833489578206349,0.7320215806554916,2.0173350341741862
four_way,month_year2021-07-01,0.9986251744266035,0.6107856452162093,1.7175245431129462
four_way,month_year2021-08-01,1.0207562940131525,0.623097784766092,1.75819316725496
four_way,month_year2021-09-01,1.0017580359622194,0.6227682879391235,1.701184717873523
four_way,month_year2021-10-01,1.235208369904915,0.7672585982472087,2.09901624609404
four_way,month_year2021-11-01,1.2517276648895326,0.7571906879271738,2.171452581900385
four_way,month_year2021-12-01,1.1646346041116908,0.6800983562948592,2.075964570085786
four_way,month_year2022-01-01,1.0781004875939681,0.5949903350487286,2.00781786365801
four_way,month_year2022-02-01,1.070411900286716,0.5411323912946561,2.1293494111957716
four_way,month_year2022-03-01,1.0251691287382327,0.5169261688652456,2.049532904049663
four_way,ckd:diabetes,0.8526385709035755,0.5789096102024531,1.257886039475013
four_way,ckd:immunocompromised,0.6842142981917391,0.46642432260102584,1.0046829693086854
four_way,ckd:lung,1.0707596418300744,0.6996112996789,1.640116763921465
four_way,diabetes:immunocompromised,0.7691486138676399,0.5698232853530965,1.034985257870965
four_way,diabetes:lung,1.0549590886128748,0.7912933581541782,1.4039542043144841
four_way,immunocompromised:lung,1.0380349379169485,0.8180355130150342,1.3173529323497328
four_way,ckd:diabetes:immunocompromised,1.7492008957118363,0.9688152416007514,3.162429743398545
four_way,ckd:diabetes:lung,1.1066335282842208,0.5969458577574251,2.0542112797102496
four_way,ckd:immunocompromised:lung,1.0307597603392287,0.5613819138244046,1.8942356868115382
four_way,diabetes:immunocompromised:lung,1.265447245692373,0.7856896991348906,2.0415505212882246
four_way,ckd:diabetes:immunocompromised:lung,0.69810289377536,0.2821582967352527,1.7256496178063414
three_way,(Intercept),0.04363369877832196,0.024532364852495762,0.07398267897976606
three_way,ckd,2.577578774306671,1.9957522145608826,3.307725069457611
three_way,diabetes,1.6761381698681832,1.4256469816829693,1.9642451317638894
three_way,immunocompromised,1.903172947727549,1.6569685163516186,2.181957649579334
three_way,lung,1.653758639200989,1.4414760638671933,1.8930583170372222
three_way,"ns(age_years, df = 5)1",0.7488812791597466,0.5641797905967242,0.9980745590468341
three_way,"ns(age_years, df = 5)2",2.184682602594403,1.5835371323549663,3.038231966084524
three_way,"ns(age_years, df = 5)3",1.8184483622570844,1.4080721781782832,2.3494341394795186
three_way,"ns(age_years, df = 5)4",25.777627074180533,13.72119254704366,49.33746328088155
three_way,"ns(age_years, df = 5)5",13.301104886618702,9.39357917286225,18.867410676690355
three_way,raceUnknown,1.157347978664034,0.994909688450089,1.3439706699565321
three_way,raceBlack or African American,1.079175394763487,0.9501314506667683,1.2235005309529554
three_way,raceAsian,1.0693098742148943,0.847567627594336,1.3359145240692423
three_way,raceAmerican Indian or Alaska Native,1.7329470033696204,1.048977698497104,2.7574380036793373
three_way,raceNative Hawaiian or Other Pacific Islander,0.5858685103623562,0.20114409419465648,1.354917498582871
three_way,ethnicityHispanic or Latino,1.184980340057997,1.0314734835663906,1.3587886138002367
three_way,ethnicityUnknown,0.5469643274258612,0.4119653939490218,0.7151563139670397
three_way,sexMale,1.0485447722505934,0.9648411290766825,1.1391483840474375
three_way,month_year2021-02-01,1.1859022281267457,0.7304729935518292,2.0285215344829717
three_way,month_year2021-03-01,0.8625728176889541,0.5400205360907441,1.4567467785964001
three_way,month_year2021-04-01,0.912137831838282,0.5735365885725916,1.535224748573352
three_way,month_year2021-05-01,0.9442230171243121,0.5926868253282581,1.5914357727865218
three_way,month_year2021-06-01,1.1823471071811578,0.7314067765900958,2.0156262016899604
three_way,month_year2021-07-01,0.9983887623558844,0.6106366451337514,1.7171356892233236
three_way,month_year2021-08-01,1.0204236926250674,0.6228909980915727,1.7576375562824522
three_way,month_year2021-09-01,1.0020417349464463,0.6229471999887001,1.7016699464443321
three_way,month_year2021-10-01,1.2349502209502567,0.767098266196729,2.09858835593097
three_way,month_year2021-11-01,1.252403779705687,0.757593756754924,2.1726472361579163
three_way,month_year2021-12-01,1.163483163987746,0.6794016912333973,2.073978748904332
three_way,month_year2022-01-01,1.0761071088173395,0.5938447308016822,2.004238277303256
three_way,month_year2022-02-01,1.0697508921432615,0.540746275585478,2.1281958621020074
three_way,month_year2022-03-01,1.0262859236040573,0.5174643020490338,2.0517801381276897
three_way,ckd:diabetes,0.9104322207720945,0.641144068752617,1.2946536993884696
three_way,ckd:immunocompromised,0.729568335132369,0.5153617142012071,1.0337935192212342
three_way,ckd:lung,1.1593252478765548,0.7962909388925742,1.6893717996773479
three_way,diabetes:immunocompromised,0.7996015754773447,0.6028444319453725,1.058134563686656
three_way,diabetes:lung,1.0935177312500854,0.8328034994406165,1.4339488115444519
three_way,immunocompromised:lung,1.0641923516574598,0.8457376256249138,1.3392822776712425
three_way,ckd:diabetes:immunocompromised,1.5006537428053157,0.9592498110192904,2.3484209972819534
three_way,ckd:diabetes:lung,0.9361133547653808,0.5962001874130407,1.4701592744556393
three_way,ckd:immunocompromised:lung,0.8764874429313945,0.5588109306838881,1.3747877924628051
three_way,diabetes:immunocompromised:lung,1.145106579384339,0.7638853399556342,1.7178617656418536
two_way,(Intercept),0.04377853669641689,0.024620685069950587,0.07420459364186482
two_way,ckd,2.447529471575001,1.986383159573162,3.0058730219558853
two_way,diabetes,1.598605646701436,1.3807908306577055,1.8466652778416714
two_way,immunocompromised,1.8461931851721036,1.6250182779148972,2.094643500864646
two_way,lung,1.6547336294659631,1.4592339526439904,1.8734010631698679
two_way,"ns(age_years, df = 5)1",0.7542205728670416,0.5683347579935284,1.0049687385133812
two_way,"ns(age_years, df = 5)2",2.191639794769219,1.5888147020684265,3.0474691401549983
two_way,"ns(age_years, df = 5)3",1.8299506957412983,1.417133748517386,2.364032225396018
two_way,"ns(age_years, df = 5)4",25.92183114955812,13.802208105074575,49.59866099595093
two_way,"ns(age_years, df = 5)5",13.365409656484928,9.438711622091267,18.958711935710138
two_way,raceUnknown,1.1571595702709017,0.9947602105256113,1.3437341466698505
two_way,raceBlack or African American,1.0788684295274287,0.9499029344136334,1.2231014391987896
two_way,raceAsian,1.0668361697449207,0.8455454164219492,1.3329144071056171
two_way,raceAmerican Indian or Alaska Native,1.7277811731254313,1.0454598527360277,2.749723008838808
two_way,raceNative Hawaiian or Other Pacific Islander,0.588929672445401,0.2022769766418027,1.361287810284884
two_way,ethnicityHispanic or Latino,1.1857267103775408,1.0321666460129872,1.3595857887602656
two_way,ethnicityUnknown,0.5462937680060572,0.41145302423834257,0.7142818198330577
two_way,sexMale,1.0476655116750013,0.9640401573205476,1.138182784985598
two_way,month_year2021-02-01,1.1861659816765768,0.7307425233665031,2.0287304498572616
